Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID
GSBRNA2T00078187001,CDY13754,A0A078FLE8
GSBRNA2T00078250001,CDY13809,A0A078FLK7
GSBRNA2T00078266001,CDY13823,A0A078FN82
GSBRNA2T00078198001,CDY13765,A0A078FH61
GSBRNA2T00078258001,CDY13816,A0A078FKZ4
GSBRNA2T00078191001,CDY13758,A0A078FN14
GSBRNA2T00078312001,CDY13864,A0A078FLR8
GSBRNA2T00078210001,CDY13775,A0A078FH69
GSBRNA2T00078285001,CDY13838,A0A078FNA0
GSBRNA2T00078242001,CDY13802,A0A078FLC9
GSBRNA2T00078217001,CDY13781,A0A078FKU9
GSBRNA2T00078223001,CDY13786,A0A078FKV4
GSBRNA2T00078232001,CDY13793,A0A078FN55
GSBRNA2T00078284001,CDY13837,A0A078FLG3
GSBRNA2T00078275001,CDY13830,A0A078FHB8
GSBRNA2T00078228001,CDY13791,A0A078FKW1
GSBRNA2T00078281001,CDY13834,A0A078D167
GSBRNA2T00078167001,CDY13736,A0A078FKQ1
GSBRNA2T00078166001,CDY13735,A0A078FH35
GSBRNA2T00078238001,CDY13798,A0A078FN59
GSBRNA2T00078329001,CDY13879,A0A078FLT2
GSBRNA2T00078333001,CDY13882,A0A078FLL9
GSBRNA2T00078290001,CDY13843,A0A078FNA6
GSBRNA2T00078347001,CDY13894,A0A078FLU9
GSBRNA2T00078273001,CDY13828,A0A078FN88
GSBRNA2T00078239001,CDY13799,A0A078FLJ9
GSBRNA2T00078268001,CDY13825,A0A078FHB3
GSBRNA2T00078294001,CDY13847,A0A078FLH4
GSBRNA2T00078236001,CDY13797,A0A078FLC5
GSBRNA2T00078308001,CDY13860,A0A078FHF0
GSBRNA2T00078202001,CDY13769,A0A078FLG4
GSBRNA2T00078260001,CDY13818,A0A078FN77
GSBRNA2T00078262001,CDY13820,A0A078FHA5
GSBRNA2T00078259001,CDY13817,A0A078FLE7
GSBRNA2T00078190001,CDY13757,A0A078FL87
GSBRNA2T00078201001,CDY13768,A0A078FN27
GSBRNA2T00078220001,CDY13783,A0A078FN43
GSBRNA2T00078169001,CDY13737,A0A078FL71
GSBRNA2T00078303001,CDY13856,A0A078FL42
GSBRNA2T00078278001,CDY13832,A0A078FLG0
GSBRNA2T00078340001,CDY13888,A0A078FNF9
GSBRNA2T00078314001,CDY13866,A0A078FL54
GSBRNA2T00078295001,CDY13848,A0A078FNB1
GSBRNA2T00095418001,CDY17323,A0A078FY92
GSBRNA2T00095516001,CDY17401,A0A078FWQ0
GSBRNA2T00095369001,CDY17282,A0A078FX14
GSBRNA2T00095454001,CDY17348,A0A078FYC1
GSBRNA2T00095363001,CDY17276,A0A078FWF5
GSBRNA2T00095443001,CDY17341,A0A078FWK8
GSBRNA2T00095409001,CDY17315,A0A078FS05
GSBRNA2T00095416001,CDY17321,A0A078FWJ1
GSBRNA2T00095508001,CDY17394,A0A078FW55
GSBRNA2T00095403001,CDY17312,A0A078FX49
GSBRNA2T00095423001,CDY17328,A0A078FY98
GSBRNA2T00095386001,CDY17297,A0A078FX33
GSBRNA2T00095417001,CDY17322,A0A078FX63
GSBRNA2T00095453001,CDY17347,A0A078FX85
GSBRNA2T00095374001,CDY17286,A0A078FWG3
GSBRNA2T00095393001,CDY17303,A0A078FY67
GSBRNA2T00095391001,CDY17302,A0A078FX38
GSBRNA2T00095504001,CDY17391,A0A097IWS4
GSBRNA2T00095504001,CDY17391,A0A078FWP3
GSBRNA2T00095383001,CDY17295,A0A078FRY5
GSBRNA2T00095411001,CDY17317,A0A078FX55
GSBRNA2T00095473001,CDY17364,A0A078FW28
GSBRNA2T00095377001,CDY17289,A0A078FVU6
GSBRNA2T00095489001,CDY17379,A0A078FW42
GSBRNA2T00095464001,CDY17357,A0A078FX93
GSBRNA2T00095479001,CDY17369,A0A078FW33
GSBRNA2T00095492001,CDY17382,A0A078FXB2
GSBRNA2T00095364001,CDY17277,A0A078FX09
GSBRNA2T00095491001,CDY17381,A0A078FWN7
GSBRNA2T00095463001,CDY17356,A0A078FWL8
GSBRNA2T00095434001,CDY17336,A0A078FWK3
GSBRNA2T00095400001,CDY17309,A0A078FVW7
GSBRNA2T00095389001,CDY17300,A0A078FRZ0
GSBRNA2T00095373001,CDY17285,A0A078FRX4
GSBRNA2T00095365001,CDY17278,A0A078FY39
GSBRNA2T00095501001,CDY17388,A0A078FYG3
GSBRNA2T00095480001,CDY17370,A0A078FS61
GSBRNA2T00095421001,CDY17326,A0A078FWJ5
GSBRNA2T00095378001,CDY17290,A0A078FRY0
GSBRNA2T00095477001,CDY17367,A0A078FXA1
GSBRNA2T00095515001,CDY17400,A0A078FS94
GSBRNA2T00095395001,CDY17305,A0A078FRZ4
GSBRNA2T00095471001,CDY17362,A0A078FX97
GSBRNA2T00095497001,CDY17385,A0A078FS77
GSBRNA2T00095494001,CDY17384,A0A078FW45
GSBRNA2T00095394001,CDY17304,A0A078FVW3
GSBRNA2T00095410001,CDY17316,A0A078FWI7
GSBRNA2T00095422001,CDY17327,A0A078FX67
GSBRNA2T00095457001,CDY17351,A0A078FWL5
GSBRNA2T00095455001,CDY17349,A0A078FW13
GSBRNA2T00095387001,CDY17298,A0A078FY62
GSBRNA2T00095493001,CDY17383,A0A078FYF9
GSBRNA2T00095375001,CDY17287,A0A078FX20
GSBRNA2T00095449001,CDY17345,A0A078FS37
GSBRNA2T00095522001,CDY17406,A0A078FWQ3
GSBRNA2T00095399001,CDY17308,A0A078FY74
GSBRNA2T00095470001,CDY17361,A0A078FWM2
GSBRNA2T00095462001,CDY17355,A0A078FS47
GSBRNA2T00095509001,CDY17395,A0A078FS88
GSBRNA2T00095487001,CDY17377,A0A078FXA9
GSBRNA2T00095385001,CDY17296,A0A078GBF8
GSBRNA2T00095461001,CDY17354,A0A078FW18
GSBRNA2T00095498001,CDY17386,A0A078FWP0
GSBRNA2T00095398001,CDY17307,A0A078FX44
GSBRNA2T00095431001,CDY17333,A0A078FYA4
GSBRNA2T00095408001,CDY17314,A0A078FVX3
GSBRNA2T00095481001,CDY17371,A0A078FWN0
GSBRNA2T00095468001,CDY17360,A0A078FS52
GSBRNA2T00095432001,CDY17334,A0A078FVZ6
GSBRNA2T00095436001,CDY17337,A0A078FX77
GSBRNA2T00095382001,CDY17294,A0A078FVV0
GSBRNA2T00095371001,CDY17283,A0A078FY45
GSBRNA2T00095446001,CDY17343,A0A078FYB5
GSBRNA2T00095428001,CDY17331,A0A078FWJ9
GSBRNA2T00095478001,CDY17368,A0A078GU45
GSBRNA2T00095511001,CDY17397,A0A078FXC3
GSBRNA2T00095506001,CDY17392,A0A078FXC0
GSBRNA2T00095483001,CDY17373,A0A078FYE8
GSBRNA2T00095360001,CDY17275,A0A078FRW6
GSBRNA2T00095467001,CDY17359,A0A078FW22
GSBRNA2T00095390001,CDY17301,A0A078FWH5
GSBRNA2T00095488001,CDY17378,A0A078FYF2
GSBRNA2T00095402001,CDY17311,A0A078FWI4
GSBRNA2T00095450001,CDY17346,A0A078FWL0
GSBRNA2T00095518001,CDY17403,A0A078FYI0
GSBRNA2T00095510001,CDY17396,A0A078FWP6
GSBRNA2T00095368001,CDY17281,A0A078FWF8
GSBRNA2T00095459001,CDY17353,A0A078FYC7
GSBRNA2T00095474001,CDY17365,A0A078FS56
GSBRNA2T00095503001,CDY17390,A0A078FS83
GSBRNA2T00095372001,CDY17284,A0A078FVU2
GSBRNA2T00095415001,CDY17320,A0A078FS10
GSBRNA2T00095465001,CDY17358,A0A078FYD2
GSBRNA2T00095447001,CDY17344,A0A078FW06
GSBRNA2T00095458001,CDY17352,A0A078FX90
GSBRNA2T00095413001,CDY17319,A0A078FVX8
GSBRNA2T00095482001,CDY17372,A0A078FXA5
GSBRNA2T00095380001,CDY17292,A0A078FX26
GSBRNA2T00095485001,CDY17375,A0A078FS69
GSBRNA2T00095388001,CDY17299,A0A078FVV8
GSBRNA2T00095404001,CDY17313,A0A078FY80
GSBRNA2T00095456001,CDY17350,A0A078FS42
GSBRNA2T00095367001,CDY17280,A0A078FRX1
GSBRNA2T00095381001,CDY17293,A0A078FY58
GSBRNA2T00095521001,CDY17405,A0A078FSA0
GSBRNA2T00095429001,CDY17332,A0A078FX72
GSBRNA2T00095514001,CDY17399,A0A078FW71
GSBRNA2T00095366001,CDY17279,A0A078FVT8
GSBRNA2T00095517001,CDY17402,A0A078FXC9
GSBRNA2T00095507001,CDY17393,A0A078FYG8
GSBRNA2T00095379001,CDY17291,A0A078FWG7
GSBRNA2T00095512001,CDY17398,A0A078FYH4
GSBRNA2T00095359001,CDY17274,A0A078FVT4
GSBRNA2T00095425001,CDY17330,A0A078FS22
GSBRNA2T00095424001,CDY17329,A0A078FVY9
GSBRNA2T00095440001,CDY17339,A0A078FW01
GSBRNA2T00095486001,CDY17376,A0A078FWN4
GSBRNA2T00095376001,CDY17288,A0A078FY51
GSBRNA2T00095397001,CDY17306,A0A078FVN5
GSBRNA2T00095490001,CDY17380,A0A078FS72
GSBRNA2T00095437001,CDY17338,A0A078FYA8
GSBRNA2T00095519001,CDY17404,A0A078FW76
GSBRNA2T00095444001,CDY17342,A0A078FX82
GSBRNA2T00095484001,CDY17374,A0A078FW37
GSBRNA2T00095472001,CDY17363,A0A078FYD8
GSBRNA2T00095401001,CDY17310,A0A078FRZ8
GSBRNA2T00095499001,CDY17387,A0A078FXB6
GSBRNA2T00095419001,CDY17324,A0A078FVY5
GSBRNA2T00095442001,CDY17340,A0A078FS34
GSBRNA2T00095412001,CDY17318,A0A078FY86
GSBRNA2T00095475001,CDY17366,A0A078FWM6
GSBRNA2T00095433001,CDY17335,A0A078FS27
GSBRNA2T00095502001,CDY17389,A0A078FW50
GSBRNA2T00095420001,CDY17325,A0A078FS17
GSBRNA2T00087781001,CDY69442,A0A078JVB9
GSBRNA2T00154361001,CDX92568,
GSBRNA2T00154133001,CDX92379,
GSBRNA2T00154141001,CDX92384,A0A078DV98
GSBRNA2T00154135001,CDX92380,
GSBRNA2T00154063001,CDX92330,
GSBRNA2T00154159001,CDX92397,
GSBRNA2T00154270001,CDX92494,
GSBRNA2T00154109001,CDX92363,D1L8P8
GSBRNA2T00154227001,CDX92457,
GSBRNA2T00154169001,CDX92407,
GSBRNA2T00154146001,CDX92388,
GSBRNA2T00154252001,CDX92480,
GSBRNA2T00154128001,CDX92376,
GSBRNA2T00154129001,CDX92377,
GSBRNA2T00154381001,CDX92586,
GSBRNA2T00154282001,CDX92504,
GSBRNA2T00154400001,CDX92602,
GSBRNA2T00154162001,CDX92400,
GSBRNA2T00154374001,CDX92579,
GSBRNA2T00154112001,CDX92366,
GSBRNA2T00154069001,CDX92336,
GSBRNA2T00154295001,CDX92516,
GSBRNA2T00154318001,CDX92535,
GSBRNA2T00154191001,CDX92427,
GSBRNA2T00154176001,CDX92414,
GSBRNA2T00154261001,CDX92486,
GSBRNA2T00154274001,CDX92498,
GSBRNA2T00154200001,CDX92434,
GSBRNA2T00154163001,CDX92401,
GSBRNA2T00154074001,CDX92341,
GSBRNA2T00154121001,CDX92370,
GSBRNA2T00154238001,CDX92467,
GSBRNA2T00154246001,CDX92474,
GSBRNA2T00154386001,CDX92590,
GSBRNA2T00154205001,CDX92438,
GSBRNA2T00154242001,CDX92470,
GSBRNA2T00154104001,CDX92360,A0A078EGM9
GSBRNA2T00154407001,CDX92608,
GSBRNA2T00154241001,CDX92469,
GSBRNA2T00154396001,CDX92598,
GSBRNA2T00154336001,CDX92552,
GSBRNA2T00154206001,CDX92439,
GSBRNA2T00154384001,CDX92588,
GSBRNA2T00154267001,CDX92491,
GSBRNA2T00154382001,CDX92587,
GSBRNA2T00154144001,CDX92386,
GSBRNA2T00154122001,CDX92371,
GSBRNA2T00154312001,CDX92530,
GSBRNA2T00154193001,CDX92429,
GSBRNA2T00154349001,CDX92559,
GSBRNA2T00154367001,CDX92573,
GSBRNA2T00154358001,CDX92565,
GSBRNA2T00154307001,CDX92526,
GSBRNA2T00154064001,CDX92331,
GSBRNA2T00154147001,CDX92389,
GSBRNA2T00154067001,CDX92334,
GSBRNA2T00154378001,CDX92583,
GSBRNA2T00154088001,CDX92352,
GSBRNA2T00154243001,CDX92471,
GSBRNA2T00154297001,CDX92518,
GSBRNA2T00154111001,CDX92365,A0A078HBA4
GSBRNA2T00154188001,CDX92425,
GSBRNA2T00154403001,CDX92605,
GSBRNA2T00154174001,CDX92412,
GSBRNA2T00154142001,CDX92385,
GSBRNA2T00154287001,CDX92509,
GSBRNA2T00154107001,CDX92362,D1L8P9
GSBRNA2T00154395001,CDX92597,
GSBRNA2T00154281001,CDX92503,
GSBRNA2T00154333001,CDX92549,
GSBRNA2T00154087001,CDX92351,
GSBRNA2T00154209001,CDX92442,
GSBRNA2T00154127001,CDX92375,
GSBRNA2T00154375001,CDX92580,A0A078DTC0
GSBRNA2T00154289001,CDX92511,
GSBRNA2T00154157001,CDX92396,
GSBRNA2T00154084001,CDX92349,
GSBRNA2T00154070001,CDX92337,
GSBRNA2T00154321001,CDX92538,
GSBRNA2T00154199001,CDX92433,A0A078FUT8
GSBRNA2T00154168001,CDX92406,
GSBRNA2T00154393001,CDX92596,
GSBRNA2T00154175001,CDX92413,
GSBRNA2T00154096001,CDX92356,A0A078G720
GSBRNA2T00154325001,CDX92541,
GSBRNA2T00154363001,CDX92570,
GSBRNA2T00154305001,CDX92524,
GSBRNA2T00154153001,CDX92392,
GSBRNA2T00154219001,CDX92451,
GSBRNA2T00154271001,CDX92495,
GSBRNA2T00154376001,CDX92581,A0A078DTJ9
GSBRNA2T00154124001,CDX92373,
GSBRNA2T00154145001,CDX92387,
GSBRNA2T00154388001,CDX92591,A0A078FLB0
GSBRNA2T00154080001,CDX92345,
GSBRNA2T00154194001,CDX92430,
GSBRNA2T00154256001,CDX92482,
GSBRNA2T00154161001,CDX92399,
GSBRNA2T00154065001,CDX92332,
GSBRNA2T00154150001,CDX92390,
GSBRNA2T00154362001,CDX92569,
GSBRNA2T00154280001,CDX92502,
GSBRNA2T00154183001,CDX92421,
GSBRNA2T00154203001,CDX92436,
GSBRNA2T00154177001,CDX92415,
GSBRNA2T00154137001,CDX92382,
GSBRNA2T00154237001,CDX92466,
GSBRNA2T00154317001,CDX92534,
GSBRNA2T00154310001,CDX92528,
GSBRNA2T00154156001,CDX92395,
GSBRNA2T00154078001,CDX92344,
GSBRNA2T00154366001,CDX92572,
GSBRNA2T00154186001,CDX92423,
GSBRNA2T00154397001,CDX92599,
GSBRNA2T00154320001,CDX92537,
GSBRNA2T00154245001,CDX92473,
GSBRNA2T00154408001,CDX92609,
GSBRNA2T00154076001,CDX92343,
GSBRNA2T00154379001,CDX92584,
GSBRNA2T00154072001,CDX92339,
GSBRNA2T00154248001,CDX92476,
GSBRNA2T00154285001,CDX92507,
GSBRNA2T00154212001,CDX92444,
GSBRNA2T00154207001,CDX92440,
GSBRNA2T00154391001,CDX92594,
GSBRNA2T00154182001,CDX92420,
GSBRNA2T00154126001,CDX92374,
GSBRNA2T00154276001,CDX92499,
GSBRNA2T00154217001,CDX92449,
GSBRNA2T00154083001,CDX92348,
GSBRNA2T00154251001,CDX92479,
GSBRNA2T00154167001,CDX92405,
GSBRNA2T00154116001,CDX92368,
GSBRNA2T00154291001,CDX92512,
GSBRNA2T00154402001,CDX92604,
GSBRNA2T00154304001,CDX92523,
GSBRNA2T00154120001,CDX92369,
GSBRNA2T00154131001,CDX92378,
GSBRNA2T00154201001,CDX92435,
GSBRNA2T00154204001,CDX92437,
GSBRNA2T00154412001,CDX92612,
GSBRNA2T00154114001,CDX92367,
GSBRNA2T00154278001,CDX92501,
GSBRNA2T00154326001,CDX92542,
GSBRNA2T00154184001,CDX92422,
GSBRNA2T00154298001,CDX92519,
GSBRNA2T00154230001,CDX92460,
GSBRNA2T00154264001,CDX92489,
GSBRNA2T00154269001,CDX92493,
GSBRNA2T00154319001,CDX92536,
GSBRNA2T00154406001,CDX92607,
GSBRNA2T00154239001,CDX92468,
GSBRNA2T00154337001,CDX92553,
GSBRNA2T00154346001,CDX92558,
GSBRNA2T00154322001,CDX92539,
GSBRNA2T00154331001,CDX92547,
GSBRNA2T00154339001,CDX92555,
GSBRNA2T00154170001,CDX92408,
GSBRNA2T00154166001,CDX92404,
GSBRNA2T00154255001,CDX92481,
GSBRNA2T00154299001,CDX92520,
GSBRNA2T00154187001,CDX92424,
GSBRNA2T00154232001,CDX92462,
GSBRNA2T00154211001,CDX92443,
GSBRNA2T00154353001,CDX92562,
GSBRNA2T00154110001,CDX92364,
GSBRNA2T00154377001,CDX92582,
GSBRNA2T00154105001,CDX92361,
GSBRNA2T00154258001,CDX92483,
GSBRNA2T00154313001,CDX92531,
GSBRNA2T00154369001,CDX92575,
GSBRNA2T00154338001,CDX92554,
GSBRNA2T00154357001,CDX92564,
GSBRNA2T00154314001,CDX92532,
GSBRNA2T00154136001,CDX92381,
GSBRNA2T00154263001,CDX92488,
GSBRNA2T00154332001,CDX92548,
GSBRNA2T00154364001,CDX92571,
GSBRNA2T00154302001,CDX92521,
GSBRNA2T00154335001,CDX92551,A0A078FLK3
GSBRNA2T00154350001,CDX92560,
GSBRNA2T00154101001,CDX92359,D1L8P9
GSBRNA2T00154385001,CDX92589,
GSBRNA2T00154172001,CDX92410,
GSBRNA2T00154259001,CDX92484,
GSBRNA2T00154273001,CDX92497,
GSBRNA2T00154099001,CDX92358,D1L8P8
GSBRNA2T00154216001,CDX92448,A0A078GBV7
GSBRNA2T00154068001,CDX92335,
GSBRNA2T00154272001,CDX92496,
GSBRNA2T00154342001,CDX92556,
GSBRNA2T00154189001,CDX92426,
GSBRNA2T00154222001,CDX92454,
GSBRNA2T00154073001,CDX92340,
GSBRNA2T00154344001,CDX92557,
GSBRNA2T00154218001,CDX92450,
GSBRNA2T00154410001,CDX92610,
GSBRNA2T00154171001,CDX92409,
GSBRNA2T00154265001,CDX92490,
GSBRNA2T00154196001,CDX92431,
GSBRNA2T00154315001,CDX92533,
GSBRNA2T00154324001,CDX92540,
GSBRNA2T00154368001,CDX92574,
GSBRNA2T00154359001,CDX92566,
GSBRNA2T00154329001,CDX92545,
GSBRNA2T00154226001,CDX92456,
GSBRNA2T00154062001,CDX92329,
GSBRNA2T00154249001,CDX92477,
GSBRNA2T00154334001,CDX92550,
GSBRNA2T00154221001,CDX92453,
GSBRNA2T00154288001,CDX92510,
GSBRNA2T00154327001,CDX92543,
GSBRNA2T00154231001,CDX92461,
GSBRNA2T00154303001,CDX92522,
GSBRNA2T00154405001,CDX92606,
GSBRNA2T00154380001,CDX92585,
GSBRNA2T00154208001,CDX92441,
GSBRNA2T00154370001,CDX92576,
GSBRNA2T00154250001,CDX92478,A0A078HDB5
GSBRNA2T00154294001,CDX92515,
GSBRNA2T00154262001,CDX92487,
GSBRNA2T00154085001,CDX92350,
GSBRNA2T00154277001,CDX92500,
GSBRNA2T00154309001,CDX92527,
GSBRNA2T00154220001,CDX92452,
GSBRNA2T00154179001,CDX92417,
GSBRNA2T00154401001,CDX92603,
GSBRNA2T00154234001,CDX92464,
GSBRNA2T00154154001,CDX92393,
GSBRNA2T00154228001,CDX92458,
GSBRNA2T00154173001,CDX92411,
GSBRNA2T00154306001,CDX92525,
GSBRNA2T00154390001,CDX92593,
GSBRNA2T00154192001,CDX92428,
GSBRNA2T00154328001,CDX92544,
GSBRNA2T00154296001,CDX92517,
GSBRNA2T00154139001,CDX92383,
GSBRNA2T00154082001,CDX92347,
GSBRNA2T00154398001,CDX92600,
GSBRNA2T00154095001,CDX92355,
GSBRNA2T00154399001,CDX92601,
GSBRNA2T00154260001,CDX92485,
GSBRNA2T00154178001,CDX92416,
GSBRNA2T00154360001,CDX92567,
GSBRNA2T00154181001,CDX92419,
GSBRNA2T00154214001,CDX92446,
GSBRNA2T00154373001,CDX92578,
GSBRNA2T00154092001,CDX92354,
GSBRNA2T00154244001,CDX92472,
GSBRNA2T00154155001,CDX92394,
GSBRNA2T00154098001,CDX92357,D1L8P7
GSBRNA2T00154352001,CDX92561,
GSBRNA2T00154411001,CDX92611,
GSBRNA2T00154164001,CDX92402,
GSBRNA2T00154236001,CDX92465,
GSBRNA2T00154293001,CDX92514,
GSBRNA2T00154311001,CDX92529,X2GBA4
GSBRNA2T00154229001,CDX92459,
GSBRNA2T00154247001,CDX92475,
GSBRNA2T00154081001,CDX92346,
GSBRNA2T00154330001,CDX92546,
GSBRNA2T00154268001,CDX92492,
GSBRNA2T00154151001,CDX92391,
GSBRNA2T00154123001,CDX92372,
GSBRNA2T00154355001,CDX92563,A0A0F6QSV1
GSBRNA2T00154215001,CDX92447,
GSBRNA2T00154283001,CDX92505,
GSBRNA2T00154372001,CDX92577,
GSBRNA2T00154165001,CDX92403,
GSBRNA2T00154389001,CDX92592,
GSBRNA2T00154213001,CDX92445,
GSBRNA2T00154284001,CDX92506,
GSBRNA2T00154160001,CDX92398,A0A0F6T807
GSBRNA2T00154071001,CDX92338,
GSBRNA2T00154286001,CDX92508,
GSBRNA2T00154233001,CDX92463,
GSBRNA2T00154392001,CDX92595,
GSBRNA2T00154089001,CDX92353,
GSBRNA2T00154075001,CDX92342,
GSBRNA2T00154224001,CDX92455,
GSBRNA2T00154180001,CDX92418,
GSBRNA2T00154066001,CDX92333,
GSBRNA2T00154198001,CDX92432,
GSBRNA2T00154292001,CDX92513,
GSBRNA2T00089208001,CDY69599,A0A078JRY4
GSBRNA2T00075402001,CDY68537,A0A078JSY9
GSBRNA2T00081015001,CDY68917,A0A078JTY3
GSBRNA2T00081014001,CDY68916,A0A078JTF1
GSBRNA2T00008362001,CDY70902,A0A078JZ04
GSBRNA2T00029861001,CDY60619,A0A078J7H8
GSBRNA2T00029859001,CDY60616,A0A078J3T3
GSBRNA2T00029864001,CDY60621,A0A078J9Y8
GSBRNA2T00029863001,CDY60620,A0A078FGM3
GSBRNA2T00029865001,CDY60622,A0A078J3T7
GSBRNA2T00029867001,CDY60624,A0A078J7I3
GSBRNA2T00029860001,CDY60617,A0A078J709
GSBRNA2T00029866001,CDY60623,A0A078J713
GSBRNA2T00033936001,CDY72612,A0A078K3X9
GSBRNA2T00096953001,CDY50531,A0A078IKL8
GSBRNA2T00096945001,CDY50523,A0A078IND0
GSBRNA2T00096951001,CDY50529,A0A078IMD4
GSBRNA2T00096944001,CDY50522,A0A078IKW1
GSBRNA2T00096955001,CDY50532,A0A078IKW7
GSBRNA2T00096971001,CDY50544,A0A078IME7
GSBRNA2T00096967001,CDY50541,A0A078IKM7
GSBRNA2T00096962001,CDY50537,A0A078IKX1
GSBRNA2T00096952001,CDY50530,A0A078IHT9
GSBRNA2T00096949001,CDY50527,A0A078IKW5
GSBRNA2T00096950001,CDY50528,A0A078IND3
GSBRNA2T00096966001,CDY50540,A0A078IHU3
GSBRNA2T00096958001,CDY50534,A0A078IMD9
GSBRNA2T00096965001,CDY50539,A0A078IME4
GSBRNA2T00096956001,CDY50533,A0A078IND6
GSBRNA2T00096961001,CDY50536,A0A078IKM2
GSBRNA2T00096968001,CDY50542,A0A078IKX4
GSBRNA2T00096963001,CDY50538,A0A078IND8
GSBRNA2T00096959001,CDY50535,A0A078IHU1
GSBRNA2T00096948001,CDY50526,A0A078IKL3
GSBRNA2T00096946001,CDY50524,A0A078IMD2
GSBRNA2T00096947001,CDY50525,A0A078IHT7
GSBRNA2T00096970001,CDY50543,A0A078INE2
GSBRNA2T00083862001,CDY69176,A0A078JU97
GSBRNA2T00064446001,CDY67559,A0A078JL85
GSBRNA2T00007269001,CDY52563,A0A078IU85
GSBRNA2T00007266001,CDY52560,A0A078INC7
GSBRNA2T00007265001,CDY52559,A0A078IT10
GSBRNA2T00007262001,CDY52556,A0A078IRT9
GSBRNA2T00007259001,CDY52553,A0A078IU78
GSBRNA2T00007268001,CDY52562,A0A078IRG8
GSBRNA2T00007267001,CDY52561,A0A078IRU4
GSBRNA2T00007260001,CDY52554,A0A078IT04
GSBRNA2T00007264001,CDY52558,A0A078IU80
GSBRNA2T00007263001,CDY52557,A0A078IRG7
GSBRNA2T00007261001,CDY52555,A0A078INC3
GSBRNA2T00020806001,CDY71845,A0A078JZQ7
GSBRNA2T00084265001,CDY69245,A0A078J2C4
GSBRNA2T00037527001,CDY62721,A0A078JAE1
GSBRNA2T00037528001,CDY62723,A0A078JAW3
GSBRNA2T00037531001,CDY62724,A0A068F416
GSBRNA2T00037531001,CDY62724,A0A078JD15
GSBRNA2T00037526001,CDY62720,A0A078J7M7
GSBRNA2T00086105001,CDY69260,A0A078JS90
GSBRNA2T00086104001,CDY69259,A0A078JR43
GSBRNA2T00040741001,CDY63958,A0A078JCD1
GSBRNA2T00040740001,CDY63957,A0A078J9P1
GSBRNA2T00034634001,CDY61959,A0A078J916
GSBRNA2T00034630001,CDY61957,A0A078JCE1
GSBRNA2T00034628001,CDY61956,A0A078JBX7
GSBRNA2T00034633001,CDY61958,A0A078J675
GSBRNA2T00006890001,CDY70706,A0A078JYS9
GSBRNA2T00073541001,CDY68364,A0A078JNM4
GSBRNA2T00060472001,CDY67229,A0A078JKA7
GSBRNA2T00064333001,CDY67512,A0A078D0T4
GSBRNA2T00056829001,CDY66908,A0A078JH28
GSBRNA2T00056828001,CDY66907,A0A078JNG9
GSBRNA2T00096316001,CDY70098,A0A078JR79
GSBRNA2T00034196001,CDY72649,A0A078K147
GSBRNA2T00010559001,CDY71009,A0A078K1H9
GSBRNA2T00045372001,CDY65200,A0A078JFG1
GSBRNA2T00045374001,CDY65201,A0A078JHN9
GSBRNA2T00098478001,CDY70396,A0A078JY53
GSBRNA2T00040876001,CDY64099,A0A078JCK5
GSBRNA2T00040878001,CDY64101,A0A078JF72
GSBRNA2T00040879001,CDY64103,A0A078JG22
GSBRNA2T00040877001,CDY64100,A0A078JD37
GSBRNA2T00045342001,CDY65184,A0A078JES5
GSBRNA2T00045343001,CDY65185,A0A078JFE1
GSBRNA2T00045344001,CDY65186,A0A078JHM5
GSBRNA2T00045345001,CDY65187,A0A078JIH5
GSBRNA2T00045340001,CDY65182,A0A078JIG9
GSBRNA2T00045341001,CDY65183,A0A078JC17
GSBRNA2T00018108001,CDY71695,A0A078JZ73
GSBRNA2T00023210001,CDY72017,A0A078K275
GSBRNA2T00097604001,CDY70243,A0A078JRP8
GSBRNA2T00000574001,CDY08691,A0A078F5L1
GSBRNA2T00000545001,CDY08682,A0A078F6F1
GSBRNA2T00000630001,CDY08709,A0A078F6M5
GSBRNA2T00000554001,CDY08685,A0A078F2G3
GSBRNA2T00000581001,CDY08694,A0A078F6K9
GSBRNA2T00000598001,CDY08697,A0A078F6H8
GSBRNA2T00000636001,CDY08713,A0A078FA96
GSBRNA2T00000623001,CDY08705,A0A078F2H8
GSBRNA2T00000638001,CDY08715,A0A078F2I7
GSBRNA2T00000629001,CDY08708,A0A078FA89
GSBRNA2T00000553001,CDY08684,A0A078F6K0
GSBRNA2T00000570001,CDY08689,A0A078F6K5
GSBRNA2T00000575001,CDY08692,A0A078F6G1
GSBRNA2T00000580001,CDY08693,A0A078FA68
GSBRNA2T00000573001,CDY08690,A0A078F2G6
GSBRNA2T00000618001,CDY08702,A0A078F6I4
GSBRNA2T00000639001,CDY08716,A0A078F5M4
GSBRNA2T00000606001,CDY08699,A0A078F6L3
GSBRNA2T00000635001,CDY08712,A0A078F6I9
GSBRNA2T00000621001,CDY08703,A0A078FA82
GSBRNA2T00000637001,CDY08714,A0A078F6N0
GSBRNA2T00000632001,CDY08711,A0A078F5M1
GSBRNA2T00000627001,CDY08707,A0A078F6I8
GSBRNA2T00000626001,CDY08706,A0A078F5L8
GSBRNA2T00000607001,CDY08700,A0A078F2H4
GSBRNA2T00000560001,CDY08686,A0A078F5K8
