arabidopsis,tomato,Group Number
AT1G72930,Solyc02g032200.4,OG0000016
AT1G72930,Solyc07g052785.1,OG0000016
AT1G72930,Solyc09g007710.3,OG0000016
AT1G72930,Solyc02g032230.1,OG0000016
AT1G72930,Solyc01g014840.3,OG0000016
AT1G72930,Solyc02g082050.3,OG0000016
AT1G72930,Solyc07g052770.2,OG0000016
AT1G72930,Solyc11g011080.3,OG0000016
AT1G72930,Solyc00g500405.1,OG0000016
AT1G72930,Solyc01g102880.3,OG0000016
AT1G72930,Solyc06g065120.1,OG0000016
AT1G72930,Solyc06g065130.1,OG0000016
AT1G72930,Solyc05g053620.3,OG0000016
AT1G72930,Solyc07g052780.3,OG0000016
AT1G72930,Solyc07g052800.3,OG0000016
AT1G72930,Solyc11g062150.3,OG0000016
AT1G72930,Solyc01g102920.3,OG0000016
AT1G72930,Solyc11g062180.1,OG0000016
AT1G72930,Solyc11g011090.1,OG0000016
AT1G72930,Solyc01g113620.3,OG0000016
AT1G72930,Solyc07g052790.3,OG0000016
AT1G72930,Solyc04g056690.2,OG0000016
AT1G72930,Solyc07g055610.3,OG0000016
AT1G72930,Solyc05g024350.1,OG0000016
AT1G72930,Solyc01g066020.3,OG0000016
AT1G72930,Solyc01g102930.1,OG0000016
AT1G72930,Solyc01g102850.3,OG0000016
AT1G72930,Solyc00g500406.1,OG0000016
AT5G40090,Solyc05g024360.1,OG0000016
AT5G40090,Solyc12g096900.2,OG0000016
AT5G40090,Solyc12g096890.1,OG0000016
AT5G40090,Solyc01g008800.3,OG0000016
AT5G40090,Solyc02g032250.1,OG0000016
AT5G40090,Solyc09g092410.4,OG0000016
AT5G40090,Solyc11g013750.3,OG0000016
AT5G40090,Solyc07g055620.2,OG0000016
AT5G40090,Solyc05g007850.2,OG0000016
AT5G40090,Solyc02g032240.1,OG0000016
AT5G40090,Solyc04g025590.1,OG0000016
AT5G40090,Solyc12g097000.2,OG0000016
AT5G40090,Solyc12g098190.2,OG0000016
AT5G40090,Solyc12g098200.2,OG0000016
AT5G40090,Solyc04g007320.3,OG0000016
AT5G40090,Solyc01g014240.1,OG0000016
AT5G40090,Solyc05g024370.1,OG0000016
AT5G40090,Solyc04g056570.3,OG0000016
AT5G40090,Solyc12g097020.2,OG0000016
AT5G40090,Solyc04g025580.3,OG0000016
AT5G40090,Solyc12g044930.3,OG0000016
AT5G40090,Solyc04g056710.3,OG0000016
AT5G40090,Solyc04g056680.2,OG0000016
AT5G40090,Solyc06g065140.3,OG0000016
AT5G40090,Solyc02g032235.1,OG0000016
AT5G40090,Solyc02g032650.3,OG0000016
AT5G40090,Solyc01g102840.3,OG0000016
AT5G40090,Solyc12g096880.3,OG0000016
AT5G40090,Solyc11g011350.3,OG0000016
AT5G40090,Solyc07g055390.1,OG0000016
AT5G40090,Solyc08g005510.3,OG0000016
AT5G40090,Solyc07g055380.1,OG0000016
AT5G40090,Solyc05g024300.1,OG0000016
AT5G40090,Solyc12g097010.1,OG0000016
AT5G40090,Solyc02g032200.4,OG0000016
AT5G40090,Solyc07g052785.1,OG0000016
AT5G40090,Solyc09g007710.3,OG0000016
AT5G40090,Solyc02g032230.1,OG0000016
AT5G40090,Solyc01g014840.3,OG0000016
AT5G40090,Solyc02g082050.3,OG0000016
AT5G40090,Solyc07g052770.2,OG0000016
AT5G40090,Solyc11g011080.3,OG0000016
AT5G40090,Solyc00g500405.1,OG0000016
AT5G40090,Solyc01g102880.3,OG0000016
AT5G40090,Solyc06g065120.1,OG0000016
AT5G40090,Solyc06g065130.1,OG0000016
AT5G40090,Solyc05g053620.3,OG0000016
AT5G40090,Solyc07g052780.3,OG0000016
AT5G40090,Solyc07g052800.3,OG0000016
AT5G40090,Solyc11g062150.3,OG0000016
AT5G40090,Solyc01g102920.3,OG0000016
AT5G40090,Solyc11g062180.1,OG0000016
AT5G40090,Solyc11g011090.1,OG0000016
AT5G40090,Solyc01g113620.3,OG0000016
AT5G40090,Solyc07g052790.3,OG0000016
AT5G40090,Solyc04g056690.2,OG0000016
AT5G40090,Solyc07g055610.3,OG0000016
AT5G40090,Solyc05g024350.1,OG0000016
AT5G40090,Solyc01g066020.3,OG0000016
AT5G40090,Solyc01g102930.1,OG0000016
AT5G40090,Solyc01g102850.3,OG0000016
AT5G40090,Solyc00g500406.1,OG0000016
AT1G72850,Solyc05g024360.1,OG0000016
AT1G72850,Solyc12g096900.2,OG0000016
AT1G72850,Solyc12g096890.1,OG0000016
AT1G72850,Solyc01g008800.3,OG0000016
AT1G72850,Solyc02g032250.1,OG0000016
AT1G72850,Solyc09g092410.4,OG0000016
AT1G72850,Solyc11g013750.3,OG0000016
AT1G72850,Solyc07g055620.2,OG0000016
AT1G72850,Solyc05g007850.2,OG0000016
AT1G72850,Solyc02g032240.1,OG0000016
AT1G72850,Solyc04g025590.1,OG0000016
AT1G72850,Solyc12g097000.2,OG0000016
AT1G72850,Solyc12g098190.2,OG0000016
AT1G72850,Solyc12g098200.2,OG0000016
AT1G72850,Solyc04g007320.3,OG0000016
AT1G72850,Solyc01g014240.1,OG0000016
AT1G72850,Solyc05g024370.1,OG0000016
AT1G72850,Solyc04g056570.3,OG0000016
AT1G72850,Solyc12g097020.2,OG0000016
AT1G72850,Solyc04g025580.3,OG0000016
AT1G72850,Solyc12g044930.3,OG0000016
AT1G72850,Solyc04g056710.3,OG0000016
AT1G72850,Solyc04g056680.2,OG0000016
AT1G72850,Solyc06g065140.3,OG0000016
AT1G72850,Solyc02g032235.1,OG0000016
AT1G72850,Solyc02g032650.3,OG0000016
AT1G72850,Solyc01g102840.3,OG0000016
AT1G72850,Solyc12g096880.3,OG0000016
AT1G72850,Solyc11g011350.3,OG0000016
AT1G72850,Solyc07g055390.1,OG0000016
AT1G72850,Solyc08g005510.3,OG0000016
AT1G72850,Solyc07g055380.1,OG0000016
AT1G72850,Solyc05g024300.1,OG0000016
AT1G72850,Solyc12g097010.1,OG0000016
AT1G72850,Solyc02g032200.4,OG0000016
AT1G72850,Solyc07g052785.1,OG0000016
AT1G72850,Solyc09g007710.3,OG0000016
AT1G72850,Solyc02g032230.1,OG0000016
AT1G72850,Solyc01g014840.3,OG0000016
AT1G72850,Solyc02g082050.3,OG0000016
AT1G72850,Solyc07g052770.2,OG0000016
AT1G72850,Solyc11g011080.3,OG0000016
AT1G72850,Solyc00g500405.1,OG0000016
AT1G72850,Solyc01g102880.3,OG0000016
AT1G72850,Solyc06g065120.1,OG0000016
AT1G72850,Solyc06g065130.1,OG0000016
AT1G72850,Solyc05g053620.3,OG0000016
AT1G72850,Solyc07g052780.3,OG0000016
AT1G72850,Solyc07g052800.3,OG0000016
AT1G72850,Solyc11g062150.3,OG0000016
AT1G72850,Solyc01g102920.3,OG0000016
AT1G72850,Solyc11g062180.1,OG0000016
AT1G72850,Solyc11g011090.1,OG0000016
AT1G72850,Solyc01g113620.3,OG0000016
AT1G72850,Solyc07g052790.3,OG0000016
AT1G72850,Solyc04g056690.2,OG0000016
AT1G72850,Solyc07g055610.3,OG0000016
AT1G72850,Solyc05g024350.1,OG0000016
AT1G72850,Solyc01g066020.3,OG0000016
AT1G72850,Solyc01g102930.1,OG0000016
AT1G72850,Solyc01g102850.3,OG0000016
AT1G72850,Solyc00g500406.1,OG0000016
AT1G72870,Solyc05g024360.1,OG0000016
AT1G72870,Solyc12g096900.2,OG0000016
AT1G72870,Solyc12g096890.1,OG0000016
AT1G72870,Solyc01g008800.3,OG0000016
AT1G72870,Solyc02g032250.1,OG0000016
AT1G72870,Solyc09g092410.4,OG0000016
AT1G72870,Solyc11g013750.3,OG0000016
AT1G72870,Solyc07g055620.2,OG0000016
AT1G72870,Solyc05g007850.2,OG0000016
AT1G72870,Solyc02g032240.1,OG0000016
AT1G72870,Solyc04g025590.1,OG0000016
AT1G72870,Solyc12g097000.2,OG0000016
AT1G72870,Solyc12g098190.2,OG0000016
AT1G72870,Solyc12g098200.2,OG0000016
AT1G72870,Solyc04g007320.3,OG0000016
AT1G72870,Solyc01g014240.1,OG0000016
AT1G72870,Solyc05g024370.1,OG0000016
AT1G72870,Solyc04g056570.3,OG0000016
AT1G72870,Solyc12g097020.2,OG0000016
AT1G72870,Solyc04g025580.3,OG0000016
AT1G72870,Solyc12g044930.3,OG0000016
AT1G72870,Solyc04g056710.3,OG0000016
AT1G72870,Solyc04g056680.2,OG0000016
AT1G72870,Solyc06g065140.3,OG0000016
AT1G72870,Solyc02g032235.1,OG0000016
AT1G72870,Solyc02g032650.3,OG0000016
AT1G72870,Solyc01g102840.3,OG0000016
AT1G72870,Solyc12g096880.3,OG0000016
AT1G72870,Solyc11g011350.3,OG0000016
AT1G72870,Solyc07g055390.1,OG0000016
AT1G72870,Solyc08g005510.3,OG0000016
AT1G72870,Solyc07g055380.1,OG0000016
AT1G72870,Solyc05g024300.1,OG0000016
AT1G72870,Solyc12g097010.1,OG0000016
AT1G72870,Solyc02g032200.4,OG0000016
AT1G72870,Solyc07g052785.1,OG0000016
AT1G72870,Solyc09g007710.3,OG0000016
AT1G72870,Solyc02g032230.1,OG0000016
AT1G72870,Solyc01g014840.3,OG0000016
AT1G72870,Solyc02g082050.3,OG0000016
AT1G72870,Solyc07g052770.2,OG0000016
AT1G72870,Solyc11g011080.3,OG0000016
AT1G72870,Solyc00g500405.1,OG0000016
AT1G72870,Solyc01g102880.3,OG0000016
AT1G72870,Solyc06g065120.1,OG0000016
AT1G72870,Solyc06g065130.1,OG0000016
AT1G72870,Solyc05g053620.3,OG0000016
AT1G72870,Solyc07g052780.3,OG0000016
AT1G72870,Solyc07g052800.3,OG0000016
AT1G72870,Solyc11g062150.3,OG0000016
AT1G72870,Solyc01g102920.3,OG0000016
AT1G72870,Solyc11g062180.1,OG0000016
AT1G72870,Solyc11g011090.1,OG0000016
AT1G72870,Solyc01g113620.3,OG0000016
AT1G72870,Solyc07g052790.3,OG0000016
AT1G72870,Solyc04g056690.2,OG0000016
AT1G72870,Solyc07g055610.3,OG0000016
AT1G72870,Solyc05g024350.1,OG0000016
AT1G72870,Solyc01g066020.3,OG0000016
AT1G72870,Solyc01g102930.1,OG0000016
AT1G72870,Solyc01g102850.3,OG0000016
AT1G72870,Solyc00g500406.1,OG0000016
AT1G72920,Solyc05g024360.1,OG0000016
AT1G72920,Solyc12g096900.2,OG0000016
AT1G72920,Solyc12g096890.1,OG0000016
AT1G72920,Solyc01g008800.3,OG0000016
AT1G72920,Solyc02g032250.1,OG0000016
AT1G72920,Solyc09g092410.4,OG0000016
AT1G72920,Solyc11g013750.3,OG0000016
AT1G72920,Solyc07g055620.2,OG0000016
AT1G72920,Solyc05g007850.2,OG0000016
AT1G72920,Solyc02g032240.1,OG0000016
AT1G72920,Solyc04g025590.1,OG0000016
AT1G72920,Solyc12g097000.2,OG0000016
AT1G72920,Solyc12g098190.2,OG0000016
AT1G72920,Solyc12g098200.2,OG0000016
AT1G72920,Solyc04g007320.3,OG0000016
AT1G72920,Solyc01g014240.1,OG0000016
AT1G72920,Solyc05g024370.1,OG0000016
AT1G72920,Solyc04g056570.3,OG0000016
AT1G72920,Solyc12g097020.2,OG0000016
AT1G72920,Solyc04g025580.3,OG0000016
AT1G72920,Solyc12g044930.3,OG0000016
AT1G72920,Solyc04g056710.3,OG0000016
AT1G72920,Solyc04g056680.2,OG0000016
AT1G72920,Solyc06g065140.3,OG0000016
AT1G72920,Solyc02g032235.1,OG0000016
AT1G72920,Solyc02g032650.3,OG0000016
AT1G72920,Solyc01g102840.3,OG0000016
AT1G72920,Solyc12g096880.3,OG0000016
AT1G72920,Solyc11g011350.3,OG0000016
AT1G72920,Solyc07g055390.1,OG0000016
AT1G72920,Solyc08g005510.3,OG0000016
AT1G72920,Solyc07g055380.1,OG0000016
AT1G72920,Solyc05g024300.1,OG0000016
AT1G72920,Solyc12g097010.1,OG0000016
AT1G72920,Solyc02g032200.4,OG0000016
AT1G72920,Solyc07g052785.1,OG0000016
AT1G72920,Solyc09g007710.3,OG0000016
AT1G72920,Solyc02g032230.1,OG0000016
AT1G72920,Solyc01g014840.3,OG0000016
AT1G72920,Solyc02g082050.3,OG0000016
AT1G72920,Solyc07g052770.2,OG0000016
AT1G72920,Solyc11g011080.3,OG0000016
AT1G72920,Solyc00g500405.1,OG0000016
AT1G72920,Solyc01g102880.3,OG0000016
AT1G72920,Solyc06g065120.1,OG0000016
AT1G72920,Solyc06g065130.1,OG0000016
AT1G72920,Solyc05g053620.3,OG0000016
AT1G72920,Solyc07g052780.3,OG0000016
AT1G72920,Solyc07g052800.3,OG0000016
AT1G72920,Solyc11g062150.3,OG0000016
AT1G72920,Solyc01g102920.3,OG0000016
AT1G72920,Solyc11g062180.1,OG0000016
AT1G72920,Solyc11g011090.1,OG0000016
AT1G72920,Solyc01g113620.3,OG0000016
AT1G72920,Solyc07g052790.3,OG0000016
AT1G72920,Solyc04g056690.2,OG0000016
AT1G72920,Solyc07g055610.3,OG0000016
AT1G72920,Solyc05g024350.1,OG0000016
AT1G72920,Solyc01g066020.3,OG0000016
AT1G72920,Solyc01g102930.1,OG0000016
AT1G72920,Solyc01g102850.3,OG0000016
AT1G72920,Solyc00g500406.1,OG0000016
AT1G72950,Solyc05g024360.1,OG0000016
AT1G72950,Solyc12g096900.2,OG0000016
AT1G72950,Solyc12g096890.1,OG0000016
AT1G72950,Solyc01g008800.3,OG0000016
AT1G72950,Solyc02g032250.1,OG0000016
AT1G72950,Solyc09g092410.4,OG0000016
AT1G72950,Solyc11g013750.3,OG0000016
AT1G72950,Solyc07g055620.2,OG0000016
AT1G72950,Solyc05g007850.2,OG0000016
AT1G72950,Solyc02g032240.1,OG0000016
AT1G72950,Solyc04g025590.1,OG0000016
AT1G72950,Solyc12g097000.2,OG0000016
AT1G72950,Solyc12g098190.2,OG0000016
AT1G72950,Solyc12g098200.2,OG0000016
AT1G72950,Solyc04g007320.3,OG0000016
AT1G72950,Solyc01g014240.1,OG0000016
AT1G72950,Solyc05g024370.1,OG0000016
AT1G72950,Solyc04g056570.3,OG0000016
AT1G72950,Solyc12g097020.2,OG0000016
AT1G72950,Solyc04g025580.3,OG0000016
AT1G72950,Solyc12g044930.3,OG0000016
AT1G72950,Solyc04g056710.3,OG0000016
AT1G72950,Solyc04g056680.2,OG0000016
AT1G72950,Solyc06g065140.3,OG0000016
AT1G72950,Solyc02g032235.1,OG0000016
AT1G72950,Solyc02g032650.3,OG0000016
AT1G72950,Solyc01g102840.3,OG0000016
AT1G72950,Solyc12g096880.3,OG0000016
AT1G72950,Solyc11g011350.3,OG0000016
AT1G72950,Solyc07g055390.1,OG0000016
AT1G72950,Solyc08g005510.3,OG0000016
AT1G72950,Solyc07g055380.1,OG0000016
AT1G72950,Solyc05g024300.1,OG0000016
AT1G72950,Solyc12g097010.1,OG0000016
AT1G72950,Solyc02g032200.4,OG0000016
AT1G72950,Solyc07g052785.1,OG0000016
AT1G72950,Solyc09g007710.3,OG0000016
AT1G72950,Solyc02g032230.1,OG0000016
AT1G72950,Solyc01g014840.3,OG0000016
AT1G72950,Solyc02g082050.3,OG0000016
AT1G72950,Solyc07g052770.2,OG0000016
AT1G72950,Solyc11g011080.3,OG0000016
AT1G72950,Solyc00g500405.1,OG0000016
AT1G72950,Solyc01g102880.3,OG0000016
AT1G72950,Solyc06g065120.1,OG0000016
AT1G72950,Solyc06g065130.1,OG0000016
AT1G72950,Solyc05g053620.3,OG0000016
AT1G72950,Solyc07g052780.3,OG0000016
AT1G72950,Solyc07g052800.3,OG0000016
AT1G72950,Solyc11g062150.3,OG0000016
AT1G72950,Solyc01g102920.3,OG0000016
AT1G72950,Solyc11g062180.1,OG0000016
AT1G72950,Solyc11g011090.1,OG0000016
AT1G72950,Solyc01g113620.3,OG0000016
AT1G72950,Solyc07g052790.3,OG0000016
AT1G72950,Solyc04g056690.2,OG0000016
AT1G72950,Solyc07g055610.3,OG0000016
AT1G72950,Solyc05g024350.1,OG0000016
AT1G72950,Solyc01g066020.3,OG0000016
AT1G72950,Solyc01g102930.1,OG0000016
AT1G72950,Solyc01g102850.3,OG0000016
AT1G72950,Solyc00g500406.1,OG0000016
AT5G36930,Solyc05g024360.1,OG0000016
AT5G36930,Solyc12g096900.2,OG0000016
AT5G36930,Solyc12g096890.1,OG0000016
AT5G36930,Solyc01g008800.3,OG0000016
AT5G36930,Solyc02g032250.1,OG0000016
AT5G36930,Solyc09g092410.4,OG0000016
AT5G36930,Solyc11g013750.3,OG0000016
AT5G36930,Solyc07g055620.2,OG0000016
AT5G36930,Solyc05g007850.2,OG0000016
AT5G36930,Solyc02g032240.1,OG0000016
AT5G36930,Solyc04g025590.1,OG0000016
AT5G36930,Solyc12g097000.2,OG0000016
AT5G36930,Solyc12g098190.2,OG0000016
AT5G36930,Solyc12g098200.2,OG0000016
AT5G36930,Solyc04g007320.3,OG0000016
AT5G36930,Solyc01g014240.1,OG0000016
AT5G36930,Solyc05g024370.1,OG0000016
AT5G36930,Solyc04g056570.3,OG0000016
AT5G36930,Solyc12g097020.2,OG0000016
AT5G36930,Solyc04g025580.3,OG0000016
AT5G36930,Solyc12g044930.3,OG0000016
AT5G36930,Solyc04g056710.3,OG0000016
AT5G36930,Solyc04g056680.2,OG0000016
AT5G36930,Solyc06g065140.3,OG0000016
AT5G36930,Solyc02g032235.1,OG0000016
AT5G36930,Solyc02g032650.3,OG0000016
AT5G36930,Solyc01g102840.3,OG0000016
AT5G36930,Solyc12g096880.3,OG0000016
AT5G36930,Solyc11g011350.3,OG0000016
AT5G36930,Solyc07g055390.1,OG0000016
AT5G36930,Solyc08g005510.3,OG0000016
AT5G36930,Solyc07g055380.1,OG0000016
AT5G36930,Solyc05g024300.1,OG0000016
AT5G36930,Solyc12g097010.1,OG0000016
AT5G36930,Solyc02g032200.4,OG0000016
AT5G36930,Solyc07g052785.1,OG0000016
AT5G36930,Solyc09g007710.3,OG0000016
AT5G36930,Solyc02g032230.1,OG0000016
AT5G36930,Solyc01g014840.3,OG0000016
AT5G36930,Solyc02g082050.3,OG0000016
AT5G36930,Solyc07g052770.2,OG0000016
AT5G36930,Solyc11g011080.3,OG0000016
AT5G36930,Solyc00g500405.1,OG0000016
AT5G36930,Solyc01g102880.3,OG0000016
AT5G36930,Solyc06g065120.1,OG0000016
AT5G36930,Solyc06g065130.1,OG0000016
AT5G36930,Solyc05g053620.3,OG0000016
AT5G36930,Solyc07g052780.3,OG0000016
AT5G36930,Solyc07g052800.3,OG0000016
AT5G36930,Solyc11g062150.3,OG0000016
AT5G36930,Solyc01g102920.3,OG0000016
AT5G36930,Solyc11g062180.1,OG0000016
AT5G36930,Solyc11g011090.1,OG0000016
AT5G36930,Solyc01g113620.3,OG0000016
AT5G36930,Solyc07g052790.3,OG0000016
AT5G36930,Solyc04g056690.2,OG0000016
AT5G36930,Solyc07g055610.3,OG0000016
AT5G36930,Solyc05g024350.1,OG0000016
AT5G36930,Solyc01g066020.3,OG0000016
AT5G36930,Solyc01g102930.1,OG0000016
AT5G36930,Solyc01g102850.3,OG0000016
AT5G36930,Solyc00g500406.1,OG0000016
AT1G17610,Solyc05g024360.1,OG0000016
AT1G17610,Solyc12g096900.2,OG0000016
AT1G17610,Solyc12g096890.1,OG0000016
AT1G17610,Solyc01g008800.3,OG0000016
AT1G17610,Solyc02g032250.1,OG0000016
AT1G17610,Solyc09g092410.4,OG0000016
AT1G17610,Solyc11g013750.3,OG0000016
AT1G17610,Solyc07g055620.2,OG0000016
AT1G17610,Solyc05g007850.2,OG0000016
AT1G17610,Solyc02g032240.1,OG0000016
AT1G17610,Solyc04g025590.1,OG0000016
AT1G17610,Solyc12g097000.2,OG0000016
AT1G17610,Solyc12g098190.2,OG0000016
AT1G17610,Solyc12g098200.2,OG0000016
AT1G17610,Solyc04g007320.3,OG0000016
AT1G17610,Solyc01g014240.1,OG0000016
AT1G17610,Solyc05g024370.1,OG0000016
AT1G17610,Solyc04g056570.3,OG0000016
AT1G17610,Solyc12g097020.2,OG0000016
AT1G17610,Solyc04g025580.3,OG0000016
AT1G17610,Solyc12g044930.3,OG0000016
AT1G17610,Solyc04g056710.3,OG0000016
AT1G17610,Solyc04g056680.2,OG0000016
AT1G17610,Solyc06g065140.3,OG0000016
AT1G17610,Solyc02g032235.1,OG0000016
AT1G17610,Solyc02g032650.3,OG0000016
AT1G17610,Solyc01g102840.3,OG0000016
AT1G17610,Solyc12g096880.3,OG0000016
AT1G17610,Solyc11g011350.3,OG0000016
AT1G17610,Solyc07g055390.1,OG0000016
AT1G17610,Solyc08g005510.3,OG0000016
AT1G17610,Solyc07g055380.1,OG0000016
AT1G17610,Solyc05g024300.1,OG0000016
AT1G17610,Solyc12g097010.1,OG0000016
AT1G17610,Solyc02g032200.4,OG0000016
AT1G17610,Solyc07g052785.1,OG0000016
AT1G17610,Solyc09g007710.3,OG0000016
AT1G17610,Solyc02g032230.1,OG0000016
AT1G17610,Solyc01g014840.3,OG0000016
AT1G17610,Solyc02g082050.3,OG0000016
AT1G17610,Solyc07g052770.2,OG0000016
AT1G17610,Solyc11g011080.3,OG0000016
AT1G17610,Solyc00g500405.1,OG0000016
AT1G17610,Solyc01g102880.3,OG0000016
AT1G17610,Solyc06g065120.1,OG0000016
AT1G17610,Solyc06g065130.1,OG0000016
AT1G17610,Solyc05g053620.3,OG0000016
AT1G17610,Solyc07g052780.3,OG0000016
AT1G17610,Solyc07g052800.3,OG0000016
AT1G17610,Solyc11g062150.3,OG0000016
AT1G17610,Solyc01g102920.3,OG0000016
AT1G17610,Solyc11g062180.1,OG0000016
AT1G17610,Solyc11g011090.1,OG0000016
AT1G17610,Solyc01g113620.3,OG0000016
AT1G17610,Solyc07g052790.3,OG0000016
AT1G17610,Solyc04g056690.2,OG0000016
AT1G17610,Solyc07g055610.3,OG0000016
AT1G17610,Solyc05g024350.1,OG0000016
AT1G17610,Solyc01g066020.3,OG0000016
AT1G17610,Solyc01g102930.1,OG0000016
AT1G17610,Solyc01g102850.3,OG0000016
AT1G17610,Solyc00g500406.1,OG0000016
AT1G72940,Solyc05g024360.1,OG0000016
AT1G72940,Solyc12g096900.2,OG0000016
AT1G72940,Solyc12g096890.1,OG0000016
AT1G72940,Solyc01g008800.3,OG0000016
AT1G72940,Solyc02g032250.1,OG0000016
AT1G72940,Solyc09g092410.4,OG0000016
AT1G72940,Solyc11g013750.3,OG0000016
AT1G72940,Solyc07g055620.2,OG0000016
AT1G72940,Solyc05g007850.2,OG0000016
AT1G72940,Solyc02g032240.1,OG0000016
AT1G72940,Solyc04g025590.1,OG0000016
AT1G72940,Solyc12g097000.2,OG0000016
AT1G72940,Solyc12g098190.2,OG0000016
AT1G72940,Solyc12g098200.2,OG0000016
AT1G72940,Solyc04g007320.3,OG0000016
AT1G72940,Solyc01g014240.1,OG0000016
AT1G72940,Solyc05g024370.1,OG0000016
AT1G72940,Solyc04g056570.3,OG0000016
AT1G72940,Solyc12g097020.2,OG0000016
AT1G72940,Solyc04g025580.3,OG0000016
AT1G72940,Solyc12g044930.3,OG0000016
AT1G72940,Solyc04g056710.3,OG0000016
AT1G72940,Solyc04g056680.2,OG0000016
AT1G72940,Solyc06g065140.3,OG0000016
AT1G72940,Solyc02g032235.1,OG0000016
AT1G72940,Solyc02g032650.3,OG0000016
AT1G72940,Solyc01g102840.3,OG0000016
AT1G72940,Solyc12g096880.3,OG0000016
AT1G72940,Solyc11g011350.3,OG0000016
AT1G72940,Solyc07g055390.1,OG0000016
AT1G72940,Solyc08g005510.3,OG0000016
AT1G72940,Solyc07g055380.1,OG0000016
AT1G72940,Solyc05g024300.1,OG0000016
AT1G72940,Solyc12g097010.1,OG0000016
AT1G72940,Solyc02g032200.4,OG0000016
AT1G72940,Solyc07g052785.1,OG0000016
AT1G72940,Solyc09g007710.3,OG0000016
AT1G72940,Solyc02g032230.1,OG0000016
AT1G72940,Solyc01g014840.3,OG0000016
AT1G72940,Solyc02g082050.3,OG0000016
AT1G72940,Solyc07g052770.2,OG0000016
AT1G72940,Solyc11g011080.3,OG0000016
AT1G72940,Solyc00g500405.1,OG0000016
AT1G72940,Solyc01g102880.3,OG0000016
AT1G72940,Solyc06g065120.1,OG0000016
AT1G72940,Solyc06g065130.1,OG0000016
AT1G72940,Solyc05g053620.3,OG0000016
AT1G72940,Solyc07g052780.3,OG0000016
AT1G72940,Solyc07g052800.3,OG0000016
AT1G72940,Solyc11g062150.3,OG0000016
AT1G72940,Solyc01g102920.3,OG0000016
AT1G72940,Solyc11g062180.1,OG0000016
AT1G72940,Solyc11g011090.1,OG0000016
AT1G72940,Solyc01g113620.3,OG0000016
AT1G72940,Solyc07g052790.3,OG0000016
AT1G72940,Solyc04g056690.2,OG0000016
AT1G72940,Solyc07g055610.3,OG0000016
AT1G72940,Solyc05g024350.1,OG0000016
AT1G72940,Solyc01g066020.3,OG0000016
AT1G72940,Solyc01g102930.1,OG0000016
AT1G72940,Solyc01g102850.3,OG0000016
AT1G72940,Solyc00g500406.1,OG0000016
AT1G17615,Solyc05g024360.1,OG0000016
AT1G17615,Solyc12g096900.2,OG0000016
AT1G17615,Solyc12g096890.1,OG0000016
AT1G17615,Solyc01g008800.3,OG0000016
AT1G17615,Solyc02g032250.1,OG0000016
AT1G17615,Solyc09g092410.4,OG0000016
AT1G17615,Solyc11g013750.3,OG0000016
AT1G17615,Solyc07g055620.2,OG0000016
AT1G17615,Solyc05g007850.2,OG0000016
AT1G17615,Solyc02g032240.1,OG0000016
AT1G17615,Solyc04g025590.1,OG0000016
AT1G17615,Solyc12g097000.2,OG0000016
AT1G17615,Solyc12g098190.2,OG0000016
AT1G17615,Solyc12g098200.2,OG0000016
AT1G17615,Solyc04g007320.3,OG0000016
AT1G17615,Solyc01g014240.1,OG0000016
AT1G17615,Solyc05g024370.1,OG0000016
AT1G17615,Solyc04g056570.3,OG0000016
AT1G17615,Solyc12g097020.2,OG0000016
AT1G17615,Solyc04g025580.3,OG0000016
AT1G17615,Solyc12g044930.3,OG0000016
AT1G17615,Solyc04g056710.3,OG0000016
AT1G17615,Solyc04g056680.2,OG0000016
AT1G17615,Solyc06g065140.3,OG0000016
AT1G17615,Solyc02g032235.1,OG0000016
AT1G17615,Solyc02g032650.3,OG0000016
AT1G17615,Solyc01g102840.3,OG0000016
AT1G17615,Solyc12g096880.3,OG0000016
AT1G17615,Solyc11g011350.3,OG0000016
AT1G17615,Solyc07g055390.1,OG0000016
AT1G17615,Solyc08g005510.3,OG0000016
AT1G17615,Solyc07g055380.1,OG0000016
AT1G17615,Solyc05g024300.1,OG0000016
AT1G17615,Solyc12g097010.1,OG0000016
AT1G17615,Solyc02g032200.4,OG0000016
AT1G17615,Solyc07g052785.1,OG0000016
AT1G17615,Solyc09g007710.3,OG0000016
AT1G17615,Solyc02g032230.1,OG0000016
AT1G17615,Solyc01g014840.3,OG0000016
AT1G17615,Solyc02g082050.3,OG0000016
AT1G17615,Solyc07g052770.2,OG0000016
AT1G17615,Solyc11g011080.3,OG0000016
AT1G17615,Solyc00g500405.1,OG0000016
AT1G17615,Solyc01g102880.3,OG0000016
AT1G17615,Solyc06g065120.1,OG0000016
AT1G17615,Solyc06g065130.1,OG0000016
AT1G17615,Solyc05g053620.3,OG0000016
AT1G17615,Solyc07g052780.3,OG0000016
AT1G17615,Solyc07g052800.3,OG0000016
AT1G17615,Solyc11g062150.3,OG0000016
AT1G17615,Solyc01g102920.3,OG0000016
AT1G17615,Solyc11g062180.1,OG0000016
AT1G17615,Solyc11g011090.1,OG0000016
AT1G17615,Solyc01g113620.3,OG0000016
AT1G17615,Solyc07g052790.3,OG0000016
AT1G17615,Solyc04g056690.2,OG0000016
AT1G17615,Solyc07g055610.3,OG0000016
AT1G17615,Solyc05g024350.1,OG0000016
